,Source,ObjectID,Title,Year,Medium,Artist,ArtistOrder,ConstituentID,Nationality,Gender,BeginDate,EndDate,Wiki QID,ULAN,MaterialOrder
14,MoMA,2191,Woodnotes Textile,1987.0,Paper,Ritva Puotila,26,7510,Finnish,female,1935,0,,,3
15,MoMA,2200,Pitcher,1954.0,Glass,Kaj Franck,8,1968,Finnish,male,1911,1989,Q909809,500103402.0,1
16,MoMA,2205,Tumblers,1954.0,Glass,Kaj Franck,8,1968,Finnish,male,1911,1989,Q909809,500103402.0,1
17,MoMA,2243,Vase,1955.0,Glass,Kaj Franck,8,1968,Finnish,male,1911,1989,Q909809,500103402.0,1
18,MoMA,2256,Jäkälä Vase,1950.0,Glass,Tapio Wirkkala,35,6409,Finnish,male,1915,1985,Q550411,500097462.0,1
19,MoMA,2369,Sauna Stool,1952.0,Wood,Antti Nurmesniemi,23,6613,Finnish,male,1927,2003,Q4777425,500003545.0,4
20,MoMA,2478,Stools (model Y61),1946.0,Wood,Alvar Aalto,2,34,Finnish,male,1898,1976,Q82840,500002617.0,4
21,MoMA,2490,Gyro Chair,1968.0,Glass,Eero Aarnio,3,36,Finnish,male,1932,0,Q707025,500270610.0,1
22,MoMA,2540,Kilta Tableware,1948.0,Ceramics,Kaj Franck,8,1968,Finnish,male,1911,1989,Q909809,500103402.0,2
23,MoMA,2541,Kilta Tableware,1948.0,Ceramics,Kaj Franck,8,1968,Finnish,male,1911,1989,Q909809,500103402.0,2
24,MoMA,2542,Kilta Tableware,1948.0,Ceramics,Kaj Franck,8,1968,Finnish,male,1911,1989,Q909809,500103402.0,2
25,MoMA,2543,Kilta Tableware,1948.0,Ceramics,Kaj Franck,8,1968,Finnish,male,1911,1989,Q909809,500103402.0,2
26,MoMA,2544,Kilta Tableware,1948.0,Ceramics,Kaj Franck,8,1968,Finnish,male,1911,1989,Q909809,500103402.0,2
27,MoMA,2549,Convertible Sofa,1930.0,Metal,Alvar Aalto,2,34,Finnish,male,1898,1976,Q82840,500002617.0,5
28,MoMA,2553,Stacking Stool (model 60),1932.0,Wood,Alvar Aalto,2,34,Finnish,male,1898,1976,Q82840,500002617.0,4
29,MoMA,2556,Stool (model X600),1954.0,Wood,Alvar Aalto,2,34,Finnish,male,1898,1976,Q82840,500002617.0,4
30,MoMA,2729,Tea Trolley (model 98),1936.0,Wood,Alvar Aalto,2,34,Finnish,male,1898,1976,Q82840,500002617.0,4
31,MoMA,2747,Dinner Plates,1954.0,Ceramics,Friedl Holzer-Kjellberg,12,2715,Finnish,male,1905,1993,,,2
32,MoMA,2827,Pitcher,1954.0,Glass,Kaj Franck,8,1968,Finnish,male,1911,1989,Q909809,500103402.0,1
33,MoMA,2837,Tumblers,1953.0,Glass,Kaj Franck,8,1968,Finnish,male,1911,1989,Q909809,500103402.0,1
34,MoMA,2843,Munankuori Bowl (model 3303),1947.0,Glass,Gunnel Nyman,24,4352,Finnish,male,1909,1948,Q4970605,500279544.0,1
35,MoMA,2883,Aarne Glasses,1948.0,Glass,Göran Hongell,13,2720,Finnish,male,1902,1973,,,1
36,MoMA,2893,Triennale Cocktail Glass,1956.0,Glass,Timo Sarpaneva,29,5168,Finnish,male,1926,2006,Q2703990,500102782.0,1
37,MoMA,2926,Kilta Creamer,1953.0,Ceramics,Kaj Franck,8,1968,Finnish,male,1911,1989,Q909809,500103402.0,2
38,MoMA,2936,Kilta Egg Cups,1953.0,Ceramics,Kaj Franck,8,1968,Finnish,male,1911,1989,Q909809,500103402.0,2
39,MoMA,2952,Carafe,1978.0,Glass,Olli Aninbaum,4,5796,Finnish,male,1945,2019,,,1
40,MoMA,2986,Platter,1951.0,Wood,Tapio Wirkkala,35,6409,Finnish,male,1915,1985,Q550411,500097462.0,4
41,MoMA,2990,Salt and Pepper Shakers,1947.0,Ceramics,Kaj Franck,8,1968,Finnish,male,1911,1989,Q909809,500103402.0,2
42,MoMA,2996,Bowl,1957.0,Wood,Tapio Wirkkala,35,6409,Finnish,male,1915,1985,Q550411,500097462.0,4
43,MoMA,3011,Bowl,1957.0,Wood,Tapio Wirkkala,35,6409,Finnish,male,1915,1985,Q550411,500097462.0,4
44,MoMA,3058,Vase,1956.0,Ceramics,Tapio Wirkkala,35,6409,Finnish,male,1915,1985,Q550411,500097462.0,2
45,MoMA,3065,Bowl,1950.0,Glass,Tapio Wirkkala,35,6409,Finnish,male,1915,1985,Q550411,500097462.0,1
46,MoMA,3069,Platter,1956.0,Glass,Timo Sarpaneva,29,5168,Finnish,male,1926,2006,Q2703990,500102782.0,1
47,MoMA,3095,Incandescent Bulb (model 85),1959.0,Glass,Tapio Wirkkala,35,6409,Finnish,male,1915,1985,Q550411,500097462.0,1
48,MoMA,3098,Container,1954.0,Glass,Saara Hopea,14,2724,Finnish,female,1925,1984,,,1
49,MoMA,3100,Incandescent Bulb (model WIR105),1959.0,Glass,Tapio Wirkkala,35,6409,Finnish,male,1915,1985,Q550411,500097462.0,1
50,MoMA,3116,Platter,1949.0,Glass,Nanny Still,31,5666,Finnish,female,1926,2009,,,1
51,MoMA,3120,Tumblers,1953.0,Glass,Kaj Franck,8,1968,Finnish,male,1911,1989,Q909809,500103402.0,1
53,MoMA,3122,Platter,1950.0,Wood,Nanny Still,31,5666,Finnish,female,1926,2009,,,4
54,MoMA,3166,Vase,1957.0,Glass,Kaj Franck,8,1968,Finnish,male,1911,1989,Q909809,500103402.0,1
55,MoMA,3168,Stacking Armchair,1929.0,Wood,Alvar Aalto,2,34,Finnish,male,1898,1976,Q82840,500002617.0,4
56,MoMA,3169,Carafe,1956.0,Glass,Timo Sarpaneva,29,5168,Finnish,male,1926,2006,Q2703990,500102782.0,1
57,MoMA,3171,Cantilevered Stacking Side Chair,1930.0,Wood,Alvar Aalto,2,34,Finnish,male,1898,1976,Q82840,500002617.0,4
58,MoMA,3173,Side Chair,1932.0,Wood,Alvar Aalto,2,34,Finnish,male,1898,1976,Q82840,500002617.0,4
59,MoMA,3175,Cantilevered Armchair (model 406),1970.0,Wood,Alvar Aalto,2,34,Finnish,male,1898,1976,Q82840,500002617.0,4
60,MoMA,3190,Tumblers and Schnapps Glass,1951.0,Glass,Saara Hopea,14,2724,Finnish,female,1925,1984,,,1
61,MoMA,3250,Scissors,1967.0,Metal,Olof Backstrom,7,271,Finnish,male,1922,1998,,,5
62,MoMA,3332,Vase (model 3580),1955.0,Glass,Tapio Wirkkala,35,6409,Finnish,male,1915,1985,Q550411,500097462.0,1
63,MoMA,3349,Puukko Knife and Sheath,1961.0,Metal,Tapio Wirkkala,35,6409,Finnish,male,1915,1985,Q550411,500097462.0,5
64,MoMA,3451,Platter,1987.0,Wood,Kari Virtanen,34,7242,Finnish,male,1948,0,,,4
65,MoMA,3551,Vase,1963.0,Ceramics,Tapio Wirkkala,35,6409,Finnish,male,1915,1985,Q550411,500097462.0,2
67,MoMA,3573,Tumbler,1932.0,Glass,Aino Aalto,1,35,Finnish,female,1894,1949,Q273511,500024110.0,1
68,MoMA,3577,Armchair (model 400) (Cantilevered armchair),1936.0,Wood,Alvar Aalto,2,34,Finnish,male,1898,1976,Q82840,500002617.0,4
69,MoMA,3608,Tumblers (model 2064),1956.0,Glass,Tapio Wirkkala,35,6409,Finnish,male,1915,1985,Q550411,500097462.0,1
70,MoMA,3651,Pitcher,1951.0,Glass,Saara Hopea,14,2724,Finnish,female,1925,1984,,,1
71,MoMA,3737,Fruit Bowl,1950.0,Glass,Kaj Franck,8,1968,Finnish,male,1911,1989,Q909809,500103402.0,1
72,MoMA,3806,Stacking Glasses,1951.0,Glass,Saara Hopea,14,2724,Finnish,female,1925,1984,,,1
73,MoMA,3918,Bowl,1951.0,Glass,Tapio Wirkkala,35,6409,Finnish,male,1915,1985,Q550411,500097462.0,1
74,MoMA,3935,Plate,1960.0,Glass,Timo Sarpaneva,29,5168,Finnish,male,1926,2006,Q2703990,500102782.0,1
75,MoMA,4087,Stool (no. V63),1946.0,Wood,Alvar Aalto,2,34,Finnish,male,1898,1976,Q82840,500002617.0,4
76,MoMA,4155,Otso Drinking Glasses,1978.0,Glass,Valto Kokko,17,3196,Finnish,male,1933,2017,,,1
77,MoMA,4202,Kilta Covered Containers,1948.0,Ceramics,Kaj Franck,8,1968,Finnish,male,1911,1989,Q909809,500103402.0,2
78,MoMA,4218,Dish,1946.0,Glass,Kaj Franck,8,1968,Finnish,male,1911,1989,Q909809,500103402.0,1
79,MoMA,4220,Hors d'Oeuvre Dish,1957.0,Ceramics,Kaj Franck,8,1968,Finnish,male,1911,1989,Q909809,500103402.0,2
80,MoMA,4222,Marja Cocktail Glass,1956.0,Glass,Saara Hopea,14,2724,Finnish,female,1925,1984,,,1
81,MoMA,4227,Devil's Churn Object,1951.0,Glass,Timo Sarpaneva,29,5168,Finnish,male,1926,2006,Q2703990,500102782.0,1
82,MoMA,4228,Ball Glasses,1955.0,Glass,Timo Sarpaneva,29,5168,Finnish,male,1926,2006,Q2703990,500102782.0,1
83,MoMA,4229,Carafe,1957.0,Glass,Timo Sarpaneva,29,5168,Finnish,male,1926,2006,Q2703990,500102782.0,1
84,MoMA,4263,Coffeepots,1957.0,Metal,Antti Nurmesniemi,23,6613,Finnish,male,1927,2003,Q4777425,500003545.0,5
85,MoMA,4352,Ovalis Vase,1958.0,Glass,Tapio Wirkkala,35,6409,Finnish,male,1915,1985,Q550411,500097462.0,1
86,MoMA,4385,Paimio Lounge Chair (model 41),1931.0,Wood,Alvar Aalto,2,34,Finnish,male,1898,1976,Q82840,500002617.0,4
87,MoMA,4387,Savoy Vase,1936.0,Glass,Alvar Aalto,2,34,Finnish,male,1898,1976,Q82840,500002617.0,1
88,MoMA,4396,Candle Holder,1949.0,Glass,Nanny Still,31,5666,Finnish,female,1926,2009,,,1
89,MoMA,4403,Vase (model 2789/24/1517),1963.0,Ceramics,Tapio Wirkkala,35,6409,Finnish,male,1915,1985,Q550411,500097462.0,2
90,MoMA,4406,Side Table,1931.0,Wood,Alvar Aalto,2,34,Finnish,male,1898,1976,Q82840,500002617.0,4
91,MoMA,4407,Armchair,1932.0,Wood,Alvar Aalto,2,34,Finnish,male,1898,1976,Q82840,500002617.0,4
92,MoMA,4408,Tea Trolley (model 98),1936.0,Wood,Alvar Aalto,2,34,Finnish,male,1898,1976,Q82840,500002617.0,4
93,MoMA,4416,Shot Glasses,1953.0,Glass,Kaj Franck,8,1968,Finnish,male,1911,1989,Q909809,500103402.0,1
94,MoMA,4437,Tumbler (model i-103),1956.0,Glass,Timo Sarpaneva,29,5168,Finnish,male,1926,2006,Q2703990,500102782.0,1
95,MoMA,4460,Stacking Armchair (model 403),1931.0,Wood,Alvar Aalto,2,34,Finnish,male,1898,1976,Q82840,500002617.0,4
96,MoMA,4601,Pisaranrengas Glasses,1963.0,Glass,Timo Sarpaneva,29,5168,Finnish,male,1926,2006,Q2703990,500102782.0,1
97,MoMA,4658,Vase,1936.0,Glass,Alvar Aalto,2,34,Finnish,male,1898,1976,Q82840,500002617.0,1
98,MoMA,4663,Tumbler (2746),1954.0,Glass,Kaj Franck,8,1968,Finnish,male,1911,1989,Q909809,500103402.0,1
99,MoMA,4666,Aarne Shot Glasses,1948.0,Glass,Göran Hongell,13,2720,Finnish,male,1902,1973,,,1
100,MoMA,4706,Composition Cutlery,1963.0,Metal,Tapio Wirkkala,35,6409,Finnish,male,1915,1985,Q550411,500097462.0,5
101,MoMA,4726,Bowl,1957.0,Wood,Tapio Wirkkala,35,6409,Finnish,male,1915,1985,Q550411,500097462.0,4
102,MoMA,4754,Stool,1964.0,Metal,Antti Nurmesniemi,23,6613,Finnish,male,1927,2003,Q4777425,500003545.0,5
103,MoMA,5950,Poster for Bil Aktiebolaget (Car Company Inc.),1907.0,Paper,Akseli Gallen-Kallela,9,2059,Finnish,male,1865,1931,Q170068,500015305.0,3
104,MoMA,7348,UNICEF poster,1969.0,Paper,Jukka Veistola,33,6123,Finnish,male,1946,0,,,3
105,MoMA,8834,Karhula-Iitala,1955.0,Paper,Timo Sarpaneva,29,5168,Finnish,male,1926,2006,Q2703990,500102782.0,3
106,MoMA,8881,Finland,1960.0,Paper,Per-Olof Nyström,25,23348,Finnish,male,1925,1996,,,3
108,MoMA,82729,Lansetti I,1952.0,Glass,Timo Sarpaneva,29,5168,Finnish,male,1926,2006,Q2703990,500102782.0,1
109,MoMA,82730,Orchid Bud Vase,1953.0,Glass,Timo Sarpaneva,29,5168,Finnish,male,1926,2006,Q2703990,500102782.0,1
110,MoMA,84130,Vase (3031),1936.0,Glass,Alvar Aalto,2,34,Finnish,male,1898,1976,Q82840,500002617.0,1
111,MoMA,89289,Vase (3031),1936.0,Glass,Alvar Aalto,2,34,Finnish,male,1898,1976,Q82840,500002617.0,1
112,MoMA,91414,Stacking Glasses,1951.0,Glass,Saara Hopea,14,2724,Finnish,female,1925,1984,,,1
113,MoMA,91791,Tumbler,1954.0,Glass,Kaj Franck,8,1968,Finnish,male,1911,1989,Q909809,500103402.0,1
114,MoMA,91792,Tumbler,1954.0,Glass,Kaj Franck,8,1968,Finnish,male,1911,1989,Q909809,500103402.0,1
115,MoMA,91793,Tumbler,1954.0,Glass,Kaj Franck,8,1968,Finnish,male,1911,1989,Q909809,500103402.0,1
116,MoMA,91794,Tumbler,1954.0,Glass,Kaj Franck,8,1968,Finnish,male,1911,1989,Q909809,500103402.0,1
117,MoMA,91795,Tumbler,1954.0,Glass,Kaj Franck,8,1968,Finnish,male,1911,1989,Q909809,500103402.0,1
118,MoMA,91796,Tumbler,1954.0,Glass,Kaj Franck,8,1968,Finnish,male,1911,1989,Q909809,500103402.0,1
119,MoMA,93103,Stacking Stools (model 60),1932.0,Wood,Alvar Aalto,2,34,Finnish,male,1898,1976,Q82840,500002617.0,4
120,MoMA,99011,"""Lehti"" Tray",2001.0,Metal,Maria Jauhiainen,15,29260,Finnish,female,1971,0,,,5
121,MoMA,100389,Side Chair,1930.0,Wood,Alvar Aalto,2,34,Finnish,male,1898,1976,Q82840,500002617.0,4
122,MoMA,105847,Stacking Glasses,1951.0,Glass,Saara Hopea,14,2724,Finnish,female,1925,1984,,,1
123,MoMA,105848,Stacking Glasses,1951.0,Glass,Saara Hopea,14,2724,Finnish,female,1925,1984,,,1
124,MoMA,105849,Stacking Glasses,1951.0,Glass,Saara Hopea,14,2724,Finnish,female,1925,1984,,,1
126,MoMA,196072,Snake,1997.0,Other,Taneli Armanto,5,134524,Finnish,male,0,0,,,6
127,MoMA,289373,Untitled,1911.0,Paper,Eliel Saarinen,27,64766,Finnish,male,1873,1950,,,3
129,MoMA,396736,Tracing\Piece 2,2015.0,Ceramics,Caroline Slotte,30,131528,Finnish,female,1975,0,,,2
130,MoMA,396737,Damaged Goods\Piece 1,2009.0,Ceramics,Caroline Slotte,30,131528,Finnish,female,1975,0,,,2
132,MoMA,396739,Under Blue Skies,2015.0,Ceramics,Caroline Slotte,30,131528,Finnish,female,1975,0,,,2
133,Finna,lappeenrannanmuseot.0188C337-B8BA-4027-B85E-AE78D062092A,Stand; Wall rack,1930.0,Wood,Alvar Aalto,2,34,Finnish,male,1898,1976,Q82840,500002617.0,4
134,Finna,lappeenrannanmuseot.3db2044e-1b19-4514-903d-5d834aad43c4,Chair,1930.0,Wood,Alvar Aalto,2,34,Finnish,male,1898,1976,Q82840,500002617.0,4
135,Finna,lappeenrannanmuseot.48FD4DBA-A6F7-4184-AB74-77C387824866,A small chair with a backrest,1930.0,Wood,Alvar Aalto,2,34,Finnish,male,1898,1976,Q82840,500002617.0,4
136,Finna,lappeenrannanmuseot.6219dd3c-87f5-470e-bd59-046e0cb60579,Chair,1930.0,Wood,Alvar Aalto,2,34,Finnish,male,1898,1976,Q82840,500002617.0,4
137,Finna,lappeenrannanmuseot.67B47DF2-AA24-4415-A480-309EC184921F,Stand; Wall rack,1930.0,Other,Alvar Aalto,2,34,Finnish,male,1898,1976,Q82840,500002617.0,6
139,Finna,museovirasto.DF5293E56DBC4B60C6F947A3D2CB9CEA,Armchair,1930.0,Wood,Alvar Aalto,2,34,Finnish,male,1898,1976,Q82840,500002617.0,4
140,Finna,husmuseo.hus-4142,Chair; Artek 69,1935.0,Wood,Alvar Aalto,2,34,Finnish,male,1898,1976,Q82840,500002617.0,4
141,Finna,kymenlaaksonmuseot.KarhE926:1,Cup; 9745,1935.0,Glass,Alvar Aalto,2,34,Finnish,male,1898,1976,Q82840,500002617.0,1
142,Finna,kymenlaaksonmuseot.KarhE928:3,Vase; 9750; Savoy vase,1935.0,Glass,Alvar Aalto,2,34,Finnish,male,1898,1976,Q82840,500002617.0,1
143,Finna,kymenlaaksonmuseot.KarhE928:5,Vase; Savoy vase; 9750,1935.0,Glass,Alvar Aalto,2,34,Finnish,male,1898,1976,Q82840,500002617.0,1
144,Finna,kymenlaaksonmuseot.KarhE923:2,Cup; 9747,1936.0,Ceramics,Alvar Aalto,2,34,Finnish,male,1898,1976,Q82840,500002617.0,2
145,Finna,kymenlaaksonmuseot.KarhE923:4,Cup; 9747,1936.0,Other,Alvar Aalto,2,34,Finnish,male,1898,1976,Q82840,500002617.0,6
146,Finna,kymenlaaksonmuseot.KarhE923:6,Cup; 9747,1936.0,Glass,Alvar Aalto,2,34,Finnish,male,1898,1976,Q82840,500002617.0,1
147,Finna,kymenlaaksonmuseot.KarhE924:1,Cup; 9746,1936.0,Glass,Alvar Aalto,2,34,Finnish,male,1898,1976,Q82840,500002617.0,1
148,Finna,kymenlaaksonmuseot.KarhE925:2,Cup; 9748,1936.0,Other,Alvar Aalto,2,34,Finnish,male,1898,1976,Q82840,500002617.0,6
149,Finna,kymenlaaksonmuseot.KarhE925:3,Cup; 9748,1936.0,Glass,Alvar Aalto,2,34,Finnish,male,1898,1976,Q82840,500002617.0,1
150,Finna,kymenlaaksonmuseot.KarhE927:1,Vase; Savoy vase,1936.0,Other,Alvar Aalto,2,34,Finnish,male,1898,1976,Q82840,500002617.0,6
151,Finna,kymenlaaksonmuseot.YLEE2019002:1,Door; The front door of the apartment,1936.0,Wood,Alvar Aalto,2,34,Finnish,male,1898,1976,Q82840,500002617.0,4
152,Finna,kymenlaaksonmuseot.KarhE924:2,Cup; 9746,1937.0,Glass,Alvar Aalto,2,34,Finnish,male,1898,1976,Q82840,500002617.0,1
153,Finna,kymenlaaksonmuseot.KarhE930:1,Vase; 9744; Savoy,1937.0,Glass,Alvar Aalto,2,34,Finnish,male,1898,1976,Q82840,500002617.0,1
154,Finna,kymenlaaksonmuseot.KarhE936:1,Plate; 9770,1939.0,Glass,Alvar Aalto,2,34,Finnish,male,1898,1976,Q82840,500002617.0,1
155,Finna,postimuseo.62bc3a94-d938-4242-b6e5-f0c378011a87,Sorting shelf and table,1939.0,Wood,Alvar Aalto,2,34,Finnish,male,1898,1976,Q82840,500002617.0,4
156,Finna,postimuseo.e197978e-b983-4b88-b3fc-39066e1ca3bb,Table; Desk,1939.0,Wood,Alvar Aalto,2,34,Finnish,male,1898,1976,Q82840,500002617.0,4
157,Finna,postimuseo.f621e056-29a9-4a01-a202-8feca7d013f5,Chair; Stool,1939.0,Wood,Alvar Aalto,2,34,Finnish,male,1898,1976,Q82840,500002617.0,4
158,Finna,hkm.5BFD3803-F9A7-46E7-84C4-08A3AA80F055,Chair; Small chair; Chair 69,1942.0,Wood,Alvar Aalto,2,34,Finnish,male,1898,1976,Q82840,500002617.0,4
160,Finna,hkm.CD00DA53-0A9D-468B-AEA3-8A061A8DE2D5,Chair; Armchair; Armchair no 45,1947.0,Other,Alvar Aalto,2,34,Finnish,male,1898,1976,Q82840,500002617.0,6
161,Finna,lappeenrannanmuseot.819A287A-F8AB-413A-81B2-E77876396363,"Wall drawer shelf; Artek wall drawer 114b, 2 pcs",1947.0,Wood,Alvar Aalto,2,34,Finnish,male,1898,1976,Q82840,500002617.0,4
162,Finna,heinolanmuseo.hkm-92816,Chair; Artek 65,1950.0,Ceramics,Alvar Aalto,2,34,Finnish,male,1898,1976,Q82840,500002617.0,2
163,Finna,hkm.19BC1608-70F9-4078-8F2E-D22DA1FAB8D9,Table; 81 b,1950.0,Other,Alvar Aalto,2,34,Finnish,male,1898,1976,Q82840,500002617.0,6
164,Finna,hkm.8E7173B9-8DC2-4561-85BE-A53915633CA7,Table; Coffee table; Table 90a,1950.0,Wood,Alvar Aalto,2,34,Finnish,male,1898,1976,Q82840,500002617.0,4
165,Finna,husmuseo.hus-3654,Armchair; Artek 403; Polyclinic waiting room chair,1950.0,Wood,Alvar Aalto,2,34,Finnish,male,1898,1976,Q82840,500002617.0,4
166,Finna,hkm.5FB7ABD5-2FD7-48BD-BC2A-4EB962CEEEF5,Table; Small table; Table 90,1953.0,Wood,Alvar Aalto,2,34,Finnish,male,1898,1976,Q82840,500002617.0,4
167,Finna,hkm.CB8889C3-F23A-4701-A9A0-84AC2793075C,Lamp; Ceiling lamp; A622,1953.0,Ceramics,Alvar Aalto,2,34,Finnish,male,1898,1976,Q82840,500002617.0,2
168,Finna,kymenlaaksonmuseot.KarhE928:1,Vase; 3030-140; Savoy vase,1954.0,Ceramics,Alvar Aalto,2,34,Finnish,male,1898,1976,Q82840,500002617.0,2
169,Finna,kymenlaaksonmuseot.KarhE928:2,Vase; Savoy vase; 3030-140,1955.0,Glass,Alvar Aalto,2,34,Finnish,male,1898,1976,Q82840,500002617.0,1
170,Finna,hkm.16A6E80A-ACF7-4C11-A33E-22ACF69395F4,Lamp; Ceiling lamp; Gold watch; A330s,1956.0,Ceramics,Alvar Aalto,2,34,Finnish,male,1898,1976,Q82840,500002617.0,2
171,Finna,ekm.173342566813300,Chair; Armchair artek 401,1960.0,Other,Alvar Aalto,2,34,Finnish,male,1898,1976,Q82840,500002617.0,6
172,Finna,hkm.14F538D2-F6A2-442C-AC78-1205D25451E7,Table; Dining table; Fan foot; X800,1970.0,Wood,Alvar Aalto,2,34,Finnish,male,1898,1976,Q82840,500002617.0,4
173,Finna,hkm.BB836BA7-0524-4CAE-A231-CB9795E0BC24,Table; Coffee table; Fan foot; X700,1970.0,Wood,Alvar Aalto,2,34,Finnish,male,1898,1976,Q82840,500002617.0,4
174,Finna,hkm.DBB765B0-0408-4554-A5EB-4408EA4F9F3C,Stool; X600,1970.0,Wood,Alvar Aalto,2,34,Finnish,male,1898,1976,Q82840,500002617.0,4
175,Finna,forssanmuseo.pju-107480,Hanging sample; Laura,1987.0,Paper,Alvar Aalto,2,34,Finnish,male,1898,1976,Q82840,500002617.0,3
176,Finna,kymenlaaksonmuseot.KarhE928:4,Vase; Savoy vase; 3030-140,1990.0,Glass,Alvar Aalto,2,34,Finnish,male,1898,1976,Q82840,500002617.0,1
177,Finna,lusto.knp-15182,"Aalto vase; Aalto vase in sales packaging, store enso business gift; Wave, fiery red, 95 mm",1990.0,Other,Alvar Aalto,2,34,Finnish,male,1898,1976,Q82840,500002617.0,6
178,Finna,heinolanmuseo.hkm-100198,"Vase; Corrugated vase; Savoy, 3030-160 mm; Commonly used name",1936.0,Glass,Alvar Aalto,2,34,Finnish,male,1898,1976,Q82840,500002617.0,1
179,Finna,hkm.19CC56FF-15FE-46FC-BC75-B8377D1E6DFB,Chair; Chair 65,1936.0,Ceramics,Alvar Aalto,2,34,Finnish,male,1898,1976,Q82840,500002617.0,2
180,Finna,hkm.6986FA79-F04A-488B-BE9F-F3F15C7D7051,Chair; Chair 65,1936.0,Ceramics,Alvar Aalto,2,34,Finnish,male,1898,1976,Q82840,500002617.0,2
181,Finna,kymenlaaksonmuseot.KarhE935:1,Plate; 9752,1936.0,Glass,Alvar Aalto,2,34,Finnish,male,1898,1976,Q82840,500002617.0,1
182,Finna,lastentarhamuseo.ltm-823,Children's chair; N65,1936.0,Wood,Alvar Aalto,2,34,Finnish,male,1898,1976,Q82840,500002617.0,4
183,Finna,loviisakm.3e44c22e-4f96-433b-94fc-74f56abad0ac,Plastic cocktail tray,1936.0,Ceramics,Alvar Aalto,2,34,Finnish,male,1898,1976,Q82840,500002617.0,2
184,Finna,postimuseo.270FC0A3-9AE2-4E91-A502-F9F7B2ADC939,Stamp; Stamp sheet; Technical college 100 years,1936.0,Paper,Alvar Aalto,2,34,Finnish,male,1898,1976,Q82840,500002617.0,3
185,Finna,varkaudenmuseot.pju-72711,"Lamp; Foot lamp, floor lamp",1936.0,Wood,Alvar Aalto,2,34,Finnish,male,1898,1976,Q82840,500002617.0,4
186,Finna,alvaraalto.aam-118612,Children's table,1929.0,Other,Aino Aalto,1,35,Finnish,female,1894,1949,Q273511,500024110.0,6
187,Finna,alvaraalto.aam-118613,Children's table,1929.0,Other,Aino Aalto,1,35,Finnish,female,1894,1949,Q273511,500024110.0,6
188,Finna,alvaraalto.aam-118614,"Toy shelf, children's room cabinet, toy cabinet shelf",1929.0,Other,Aino Aalto,1,35,Finnish,female,1894,1949,Q273511,500024110.0,6
189,Finna,alvaraalto.aam-118615,Toy shelf,1929.0,Other,Aino Aalto,1,35,Finnish,female,1894,1949,Q273511,500024110.0,6
190,Finna,alvaraalto.aam-118617,Toy cabinet,1929.0,Other,Aino Aalto,1,35,Finnish,female,1894,1949,Q273511,500024110.0,6
191,Finna,hkm.B2881B8A-EAF4-4A7D-B0A1-B60EEEEA4597,Jug,1930.0,Glass,Aino Aalto,1,35,Finnish,female,1894,1949,Q273511,500024110.0,1
192,Finna,leikki.167905394978400,Drinking glass; Toy; Toy,1930.0,Glass,Aino Aalto,1,35,Finnish,female,1894,1949,Q273511,500024110.0,1
193,Finna,ekm.173342204091600,"Jug; Jug, riihimäki glass, model 5181",1932.0,Glass,Aino Aalto,1,35,Finnish,female,1894,1949,Q273511,500024110.0,1
194,Finna,kymenlaaksonmuseot.KarhE461:1,Plate; Region view; 4191; Wave,1932.0,Other,Aino Aalto,1,35,Finnish,female,1894,1949,Q273511,500024110.0,6
